phone_timestamp,left_x,left_y,right_x,right_y
196471513518,-32768.0,-32768.0,-32768.0,-32768.0
196471814873,-32768.0,-32768.0,-32768.0,-32768.0
196471941227,-32768.0,-32768.0,-32768.0,-32768.0
196478744039,-32768.0,-32768.0,-32768.0,-32768.0
196479365810,-32768.0,-32768.0,-32768.0,-32768.0
196479447529,-32768.0,-32768.0,-32768.0,-32768.0
196479516331,-32768.0,-32768.0,-32768.0,-32768.0
196484912998,-32768.0,-32768.0,-32768.0,-32768.0
196485205706,-32768.0,-32768.0,-32768.0,-32768.0
196487984404,-32768.0,-32768.0,-32768.0,-32768.0
196488291904,-32768.0,-32768.0,-32768.0,-32768.0
196493094977,-32768.0,-32768.0,-32768.0,-32768.0
196493520914,-32768.0,-32768.0,-32768.0,-32768.0
196493860185,-32768.0,-32768.0,-32768.0,-32768.0
196497487946,-32768.0,-32768.0,-32768.0,-32768.0
196497757216,-32768.0,-32768.0,-32768.0,-32768.0
196501513466,-32768.0,-32768.0,-32768.0,-32768.0
196503373102,-32768.0,-32768.0,-32768.0,-32768.0
196503589716,-32768.0,-32768.0,-32768.0,-32768.0
196507589664,-32768.0,-32768.0,-32768.0,-32768.0
196507968206,-32768.0,-32768.0,-32768.0,-32768.0
196511752633,-32768.0,-32768.0,-32768.0,-32768.0
196513414143,-32768.0,-32768.0,-32768.0,-32768.0
196513522685,-32768.0,-32768.0,-32768.0,-32768.0
196519256279,-32768.0,-32768.0,-32768.0,-32768.0
196519580237,-32768.0,-32768.0,-32768.0,-32768.0
196520179248,-32768.0,-32768.0,-32768.0,-32768.0
196520255185,-32768.0,-32768.0,-32768.0,-32768.0
196527708258,-32768.0,-32768.0,-32768.0,-32768.0
196528033362,-32768.0,-32768.0,-32768.0,-32768.0
196530360654,-32768.0,-32768.0,-32768.0,-32768.0
196530575550,-32768.0,-32768.0,-32768.0,-32768.0
196532881018,-32768.0,-32768.0,-32768.0,-32768.0
196533184248,-32768.0,-32768.0,-32768.0,-32768.0
196536832946,-32768.0,-32768.0,-32768.0,-32768.0
196536983675,-32768.0,-32768.0,-32768.0,-32768.0
196540064768,-32768.0,-32768.0,-32768.0,-32768.0
196543125237,-32768.0,-32768.0,-32768.0,-32768.0
196543462112,-32768.0,-32768.0,-32768.0,-32768.0
196547363310,-32768.0,-32768.0,-32768.0,-32768.0
196547515081,-32768.0,-32768.0,-32768.0,-32768.0
196550182529,-32768.0,-32768.0,-32768.0,-32768.0
196553404560,-32768.0,-32768.0,-32768.0,-32768.0
196553522477,-32768.0,-32768.0,-32768.0,-32768.0
196559478362,-32768.0,-32768.0,-32768.0,-32768.0
196559845446,-32768.0,-32768.0,-32768.0,-32768.0
196561683466,-32768.0,-32768.0,-32768.0,-32768.0
196564192893,-32768.0,-32768.0,-32768.0,-32768.0
196564365237,-32768.0,-32768.0,-32768.0,-32768.0
196567375602,-32768.0,-32768.0,-32768.0,-32768.0
196567659716,-32768.0,-32768.0,-32768.0,-32768.0
196570371591,-32768.0,-32768.0,-32768.0,-32768.0
196576269821,-32768.0,-32768.0,-32768.0,-32768.0
196576637321,-32768.0,-32768.0,-32768.0,-32768.0
196580650498,-32768.0,-32768.0,-32768.0,-32768.0
196580944768,-32768.0,-32768.0,-32768.0,-32768.0
196584287581,-32768.0,-32768.0,-32768.0,-32768.0
196584403987,-32768.0,-32768.0,-32768.0,-32768.0
196585131279,-32768.0,-32768.0,-32768.0,-32768.0
196585220550,-32768.0,-32768.0,-32768.0,-32768.0
196593502164,-32768.0,-32768.0,-32768.0,-32768.0
196596132529,-32768.0,-32768.0,-32768.0,-32768.0
196596288779,-203.9,310.0,-32768.0,-32768.0
196598265602,198.4,406.8,195.1,404.0
196598584404,194.1,395.9,188.5,392.6
196600446123,195.3,394.7,187.2,390.5
196602995862,195.3,394.4,189.0,390.5
196603270341,195.1,394.9,190.5,390.6
196607882060,186.8,396.2,192.9,389.0
196608227946,186.6,397.4,192.9,389.7
196611939300,186.5,398.3,193.1,389.9
196612844143,186.4,398.0,193.2,390.8
196612933675,198.0,398.2,192.7,391.4
196616700862,198.2,398.6,191.7,392.2
196616789404,197.9,398.7,191.1,392.7
196620322789,198.1,399.0,190.5,393.1
196622819821,198.0,399.2,190.4,393.1
196623155706,196.6,399.5,190.0,393.5
196627564039,196.7,399.3,189.4,394.8
196627988831,195.6,399.3,189.5,395.5
196630359091,195.7,399.7,189.6,396.0
196632755706,195.7,399.9,189.2,396.3
196633075289,195.6,400.0,189.1,396.4
196636723466,195.6,400.8,189.3,396.5
196636868518,195.6,401.2,189.3,396.6
196641910237,196.0,401.9,189.4,397.0
196643907164,196.0,402.5,189.2,397.0
196644063883,195.7,403.5,189.0,397.0
196646508571,195.5,403.6,188.5,396.2
196646585914,195.2,403.7,188.4,396.5
196652721800,194.8,402.8,189.1,396.5
196652855966,194.9,403.0,189.3,396.6
196655767998,194.9,404.4,189.5,394.8
196656697893,194.9,404.7,189.5,395.1
196658638987,194.8,404.8,189.8,398.2
196658868883,194.9,404.9,189.8,398.4
196666826800,194.8,403.0,189.8,398.2
196667316123,194.8,402.6,190.0,398.2
196667389508,194.7,402.6,189.9,397.4
196667529612,194.6,402.1,190.5,397.4
196671300185,194.5,402.4,190.5,397.1
196673097060,194.1,402.7,190.4,397.0
196673224404,194.0,404.3,190.3,395.5
196679351643,194.4,404.5,188.5,395.7
196679490133,194.4,406.0,188.5,396.0
196681678987,194.0,406.0,188.8,396.1
196683806331,193.9,404.6,188.7,397.0
196683884091,194.4,404.5,188.8,397.3
196686625341,194.3,404.6,189.0,397.8
196686707112,193.1,403.6,189.0,399.0
196690621487,193.2,404.2,189.0,399.3
196692991904,193.2,404.4,189.2,396.7
