phone_timestamp,left_x,left_y,right_x,right_y
1524983432908,-32768.0,-32768.0,-32768.0,-32768.0
1524983629471,-32768.0,-32768.0,-32768.0,-32768.0
1524983697543,-32768.0,-32768.0,-32768.0,-32768.0
1524987987543,-32768.0,-32768.0,-32768.0,-32768.0
1524988144471,-32768.0,-32768.0,-32768.0,-32768.0
1524992055929,-32768.0,-32768.0,-32768.0,-32768.0
1524992357960,-32768.0,-32768.0,-32768.0,-32768.0
1524992528846,-32768.0,-32768.0,-32768.0,-32768.0
1524992647700,-32768.0,-32768.0,-32768.0,-32768.0
1524992778533,-32768.0,-32768.0,-32768.0,-32768.0
1524992925304,-32768.0,-32768.0,-32768.0,-32768.0
1524993044627,-32768.0,-32768.0,-32768.0,-32768.0
1524993170721,-32768.0,-32768.0,-32768.0,-32768.0
1524993306502,-32768.0,-32768.0,-32768.0,-32768.0
1524993436293,-32768.0,-32768.0,-32768.0,-32768.0
1524993565668,-32768.0,-32768.0,-32768.0,-32768.0
1524993699366,-32768.0,-32768.0,-32768.0,-32768.0
1524993819627,-32768.0,-32768.0,-32768.0,-32768.0
1524993958377,-32768.0,-32768.0,-32768.0,-32768.0
1524994098064,-32768.0,-32768.0,-32768.0,-32768.0
1524994299575,-32768.0,-32768.0,-32768.0,-32768.0
1524994432543,-32768.0,-32768.0,-32768.0,-32768.0
1524994561606,-32768.0,-32768.0,-32768.0,-32768.0
1524994683064,-32768.0,-32768.0,-32768.0,-32768.0
1524994812648,-32768.0,-32768.0,-32768.0,-32768.0
1524994948533,-32768.0,-32768.0,-32768.0,-32768.0
1524995077179,-32768.0,-32768.0,-32768.0,-32768.0
1524995209366,-32768.0,-32768.0,-32768.0,-32768.0
1524995339314,-32768.0,-32768.0,-32768.0,-32768.0
1524995462908,-32768.0,-32768.0,-32768.0,-32768.0
1524995603585,-32768.0,-32768.0,-32768.0,-32768.0
1524995739106,-32768.0,-32768.0,-32768.0,-32768.0
1524995855616,-32768.0,-32768.0,-32768.0,-32768.0
1524995982387,-32768.0,-32768.0,-32768.0,-32768.0
1525000242387,-32768.0,-32768.0,-32768.0,-32768.0
1525000577283,-32768.0,-32768.0,-32768.0,-32768.0
1525003854418,-32768.0,-32768.0,-32768.0,-32768.0
1525006355668,-32768.0,-32768.0,-32768.0,-32768.0
1525006692543,-32768.0,-32768.0,-32768.0,-32768.0
1525010689366,-32768.0,-32768.0,-32768.0,-32768.0
1525010971710,-32768.0,-32768.0,-32768.0,-32768.0
1525012799627,-32768.0,-32768.0,-32768.0,-32768.0
1525016927231,-32768.0,-32768.0,-32768.0,-32768.0
1525017263741,-32768.0,-32768.0,-32768.0,-32768.0
1525020086033,-32768.0,-32768.0,-32768.0,-32768.0
1525020258793,-32768.0,-32768.0,-32768.0,-32768.0
1525022344054,-32768.0,-32768.0,-32768.0,-32768.0
1525027637075,-32768.0,-32768.0,-32768.0,-32768.0
1525027991658,-32768.0,-32768.0,-32768.0,-32768.0
1525030077231,-32768.0,-32768.0,-32768.0,-32768.0
1525030255356,-32768.0,-32768.0,-32768.0,-32768.0
1525032197856,-32768.0,-32768.0,-32768.0,-32768.0
1525037138950,-32768.0,-32768.0,-32768.0,-32768.0
1525037629939,-32768.0,-32768.0,-32768.0,-32768.0
1525039980773,292.7,1090.6,-32768.0,-32768.0
1525040514002,291.6,1078.4,-32768.0,-32768.0
1525042996189,-198.4,985.0,-32768.0,-32768.0
1525046459262,-196.5,966.3,308.0,923.9
1525046817856,241.1,963.6,475.5,914.8
1525049943325,237.5,912.6,479.7,858.9
1525050289991,395.6,894.9,480.6,859.5
1525052858116,393.4,866.7,480.8,856.9
1525055934106,390.5,823.9,355.8,787.9
1525056101398,213.1,716.8,200.4,678.8
1525060194887,209.8,675.9,191.2,630.3
1525060854575,189.5,620.8,193.6,604.6
1525062480721,189.0,586.5,196.4,609.7
1525066364783,179.3,583.9,199.8,610.1
1525066598950,177.4,493.7,212.5,564.0
1525071105148,177.6,485.0,215.6,564.4
1525071449471,178.7,479.6,219.1,536.9
1525072693689,179.9,432.0,181.1,466.0
1525078879835,182.2,414.7,176.3,442.3
1525079250825,185.1,390.4,173.6,426.5
1525080566502,185.2,381.8,173.1,409.3
1525080768533,190.1,369.3,172.6,402.3
1525083781398,190.2,363.3,166.5,390.0
1525086985773,191.4,350.9,166.8,375.1
1525087375929,192.9,351.5,166.8,375.2
1525089893273,192.9,352.2,166.9,375.3
1525089984054,192.9,352.2,168.0,368.1
1525092393325,192.6,347.4,166.0,357.9
1525096096085,192.2,347.4,166.0,357.9
1525096235200,191.1,347.1,165.1,355.0
1525100126241,190.9,347.1,164.0,354.9
1525100439158,190.5,350.4,162.6,354.8
1525103508689,190.2,353.7,161.4,360.3
1525110718741,190.1,353.7,161.6,360.3
1525111039314,189.9,358.3,161.5,360.9
1525111725304,189.8,360.7,161.5,360.9
1525111878221,189.2,362.5,161.4,361.2
1525112363950,189.1,367.7,161.4,361.2
1525116415512,189.0,370.2,161.7,361.3
1525116746189,187.6,370.2,161.7,361.2
1525120096189,187.6,370.9,160.2,359.6
1525120384991,188.0,373.9,160.3,358.6
1525122400668,187.9,375.0,161.1,358.6
1525127892439,187.8,375.0,161.1,358.6
1525128035773,187.6,375.0,158.5,360.5
1525129095304,186.4,375.0,158.2,362.2
1525129172283,186.4,375.5,158.3,364.8
1525132907648,188.1,375.9,158.9,363.5
1525137484002,187.7,376.3,158.9,362.1
1525137653689,187.8,377.0,158.6,362.1
1525140782595,187.9,377.6,158.6,362.1
1525141108741,187.9,377.6,161.4,362.0
1525142698220,188.1,377.3,161.3,362.0
1525147012804,188.2,377.2,160.2,362.5
1525147415304,188.1,377.2,160.1,363.1
1525151233533,190.1,377.4,160.0,363.5
1525153416658,190.1,377.5,161.4,364.1
1525153563898,190.0,377.5,160.3,367.4
1525156135512,190.0,377.3,160.2,367.9
1525156476345,190.0,377.3,160.2,367.8
1525162408220,189.9,376.7,160.3,368.0
1525162725773,189.9,376.5,160.2,368.1
1525162913377,189.8,376.7,159.1,367.5
1525166729991,189.8,376.8,159.0,367.5
1525167057752,189.7,377.0,159.0,368.4
1525170678845,189.6,377.2,158.9,368.4
1525170975720,188.6,377.2,158.8,368.5
1525172441970,188.6,376.5,158.7,369.7
1525176421137,188.5,375.8,158.7,369.4
1525176775981,188.3,375.8,159.4,369.5
1525180109470,188.2,376.1,160.1,369.8
1525180267752,188.1,376.1,160.0,369.8
1525183353273,188.1,374.4,160.2,369.9
1525186545512,188.9,374.8,160.1,370.4
1525186868064,188.9,374.6,158.7,370.3
1525190096554,188.1,374.4,158.7,370.3
1525190381710,188.1,374.3,158.6,370.3
1525192413273,188.9,374.5,158.3,370.3
1525196074158,188.9,374.8,158.3,370.5
1525196208741,188.8,375.3,158.3,370.5
1525200056033,188.7,375.2,158.3,368.3
1525200372908,188.5,375.2,157.9,368.3
1525203766970,188.2,377.1,157.1,368.7
1525206266293,187.7,377.1,157.4,368.6
1525206571033,188.2,376.2,157.3,368.5
1525210407752,188.1,376.8,155.9,366.9
1525211111606,187.4,376.8,155.8,366.9
1525212764783,186.9,376.8,155.7,367.5
1525216171866,186.7,377.4,155.8,367.5
1525217366814,186.7,377.1,155.6,367.9
1525220754366,186.5,376.9,155.6,368.0
1525221148845,186.4,374.5,155.7,367.3
1525222569835,186.4,374.9,155.0,367.3
1525226005200,186.3,375.0,154.4,367.3
1525226329366,185.9,375.1,154.3,367.3
1525231625564,185.8,374.6,154.2,367.3
1525231740668,185.8,374.6,153.5,366.8
1525232375148,186.7,375.6,153.5,366.3
1525236701033,186.7,378.4,153.8,366.4
1525237001241,186.6,380.3,153.2,371.1
1525241422179,186.5,381.6,153.2,371.4
1525241756866,189.5,384.8,153.5,373.3
1525242496450,189.8,386.8,154.2,374.6
1525246678898,190.7,386.8,155.8,374.7
1525246980148,191.0,385.6,155.9,374.8
1525250613012,191.4,385.6,156.8,375.0
1525250969262,191.8,385.8,156.5,376.8
1525252820043,191.7,385.8,156.4,376.8
1525256072075,191.6,385.8,155.8,377.5
1525256458845,190.9,387.0,154.5,377.4
1525260522960,190.5,387.2,153.5,377.8
1525260820668,190.4,387.2,153.4,378.2
1525262610616,190.2,387.9,153.4,379.1
1525266292648,190.7,388.5,153.3,379.1
1525266480668,190.5,388.6,153.2,379.2
1525270840877,190.4,388.5,153.0,379.9
1525271187491,190.4,388.8,155.0,379.9
1525273259939,190.5,388.8,154.9,379.8
1525276014679,190.3,388.9,154.7,379.8
1525276459575,190.2,388.5,154.6,380.0
1525280358168,190.2,389.0,154.3,380.2
1525280496241,190.1,389.4,154.2,380.3
1525282552491,189.9,389.5,153.4,380.1
1525286080512,189.5,389.5,153.3,380.2
1525286612335,189.4,388.8,153.1,380.2
1525290846866,190.5,388.1,153.0,379.8
1525291045200,190.4,387.8,153.4,380.0
1525293607179,189.1,387.6,153.1,380.0
1525296191762,189.0,387.1,152.8,379.9
1525296309783,188.6,387.3,151.8,379.8
1525299951970,188.1,387.3,151.4,378.5
1525300212231,187.0,387.4,151.3,378.5
1525302574627,186.9,388.9,150.6,379.3
1525306720877,187.5,388.9,150.4,380.1
1525310138116,187.5,388.9,150.4,380.2
1525310475773,187.0,388.6,150.7,378.3
1525310684158,186.9,387.5,150.4,378.3
