phone_timestamp,left_x,left_y,right_x,right_y
220792520593,208.1,338.9,207.8,326.4
220792807208,208.5,338.8,208.1,324.3
220796806062,208.5,338.3,208.1,324.2
220796950437,208.4,338.0,207.5,325.1
220798856426,207.8,338.0,207.4,325.3
220802880228,207.7,338.0,207.4,325.3
220803233353,207.7,338.0,207.5,323.1
220807794603,207.3,338.0,207.4,323.1
220808197520,207.3,338.2,207.2,324.2
220808362572,208.3,338.3,206.6,325.0
220811844812,208.2,338.3,206.3,325.0
220811996791,206.6,337.6,206.3,324.1
220816186635,206.6,337.7,206.5,322.4
220816547989,206.6,337.6,206.5,321.4
220819014968,206.6,336.7,206.5,321.4
220822378197,206.4,336.5,206.3,323.3
220822527728,206.4,336.5,206.2,323.3
220825753926,206.0,337.2,205.8,323.3
220825883093,206.0,337.4,205.8,323.2
220828556374,206.3,337.6,206.2,322.1
220831949551,206.2,337.7,206.2,322.1
220832202208,206.1,337.7,206.0,322.2
220836258874,206.7,337.7,205.9,322.3
220839272051,206.7,337.6,205.8,323.1
220839389499,206.3,337.4,205.7,323.1
220842706583,206.4,335.8,206.2,323.7
220843068770,206.5,335.7,206.2,323.7
220846522833,206.7,335.6,206.2,322.7
220846874812,206.7,335.5,206.2,320.7
220848546531,206.3,335.5,206.6,320.9
220852622208,206.0,335.8,206.5,320.8
220852961791,206.0,335.8,205.8,320.8
220856017624,205.9,334.7,205.6,321.5
220856370333,205.2,334.7,205.2,321.5
220860536114,205.2,334.8,205.2,321.6
220877330645,205.3,335.5,205.5,322.7
220877581478,205.5,335.6,205.4,322.8
220879749968,205.6,335.6,204.3,322.4
220880317208,205.9,335.6,204.3,322.4
220880805906,205.8,335.2,204.9,322.5
220881032781,205.5,333.6,204.8,322.6
220881102885,205.3,332.7,204.5,322.6
220881155541,205.2,332.7,204.5,322.4
220881210958,204.5,332.3,204.4,322.5
220881275072,204.4,332.3,203.8,322.5
220881886114,204.3,333.3,203.7,322.3
220882054447,204.3,333.3,204.1,322.3
220886518822,204.2,333.4,204.1,322.3
220886878197,204.1,333.4,204.1,322.3
220888788353,203.8,332.5,204.0,321.7
220892051374,203.8,332.6,204.1,321.8
220892334343,203.7,333.3,204.1,321.8
220896050853,204.0,333.3,204.4,321.6
220896191635,204.0,333.8,204.4,321.7
220898358406,203.5,334.2,204.2,321.7
220902776010,203.2,334.3,203.2,321.3
220903097624,203.2,334.1,203.1,321.3
220906310072,203.2,334.0,203.2,321.6
220906501218,203.2,334.0,203.2,321.7
220909342364,203.7,334.6,203.4,321.3
220912601114,203.7,334.7,203.5,321.3
220912880072,202.7,334.9,203.6,321.2
